0.35112	0.2597	-0.09682
0.40369	0.24619	-0.10882
0.46416	0.23087	-0.11973
0.53366	0.21476	-0.1272
0.61358	0.19357	-0.13141
0.70548	0.17505	-0.1328
0.81112	0.15558	-0.13172
0.9326	0.1368	-0.12795
1.0723	0.12119	-0.12224
1.23281	0.10649	-0.11487
1.41753	0.09363	-0.10725
1.62981	0.08314	-0.09924
1.87382	0.07423	-0.0905
2.15438	0.06671	-0.08339
2.47709	0.05989	-0.07546
2.84798	0.05473	-0.06856
3.27447	0.05032	-0.06213
3.76487	0.04679	-0.05643
4.32879	0.0434	-0.05088
4.97699	0.04058	-0.04589
5.7224	0.03778	-0.04156
6.57921	0.03601	-0.03757
7.56455	0.03408	-0.03404
8.69716	0.03231	-0.03071
9.99984	0.03097	-0.02801
11.49764	0.02974	-0.0258
13.21873	0.02849	-0.0235
15.19872	0.02738	-0.02163
17.47441	0.02631	-0.02003
20.09142	0.02526	-0.01846
23.10053	0.02439	-0.0171
26.56039	0.02329	-0.01594
30.539	0.02258	-0.01482
35.11179	0.0218	-0.01401
40.37004	0.02093	-0.01327
46.41525	0.02029	-0.01225
53.36665	0.01932	-0.01171
61.35739	0.01884	-0.01062
70.54769	0.01809	-0.01065
81.11261	0.01722	-0.01019
93.25892	0.01657	-0.00972
107.22876	0.01582	-0.00934
123.27731	0.01515	-0.00902
141.7473	0.01451	-0.0087
162.97773	0.0139	-0.00839
187.37838	0.01326	-0.00812
215.43726	0.01262	-0.00784
247.70945	0.01202	-0.00759
284.79844	0.01138	-0.00737
327.44557	0.01079	-0.00714
376.48529	0.01018	-0.00693
432.87873	0.00962	-0.00671
497.69878	0.0091	-0.00654
572.23439	0.0085	-0.00631
657.93097	0.00805	-0.00613
756.45745	0.00739	-0.00592
869.75098	0.00685	-0.00571
999.98713	0.00634	-0.00548
1149.8034	0.00583	-0.00524
1321.91181	0.00532	-0.005
1519.91844	0.00484	-0.00478
1747.51878	0.00435	-0.0045
2009.15337	0.00389	-0.00422
2310.03761	0.00342	-0.0039
2656.04258	0.00283	-0.00354
3053.84398	0.00241	-0.0032
3511.13081	0.00194	-0.00279
4036.90338	0.00155	-0.00235
4641.5329	0.00113	-0.00191
5336.64227	7.57E-04	-0.00133
6135.82134	3.97E-04	-7.49E-04
7054.68655	0	-4.79E-05
