0.20092	0.71213	-0.40035
0.23101	0.65795	-0.41453
0.2656	0.60718	-0.41028
0.30539	0.55943	-0.41097
0.35112	0.50955	-0.40454
0.40369	0.4626	-0.39456
0.46416	0.4166	-0.37865
0.53366	0.37671	-0.36535
0.61358	0.3386	-0.34623
0.70548	0.30494	-0.32639
0.81112	0.27471	-0.30797
0.9326	0.24741	-0.28746
1.0723	0.22234	-0.26819
1.23281	0.20094	-0.24833
1.41753	0.18065	-0.23031
1.62981	0.1625	-0.21305
1.87382	0.14819	-0.19528
2.15438	0.13366	-0.17993
2.47709	0.1213	-0.16483
2.84798	0.11099	-0.15074
3.27447	0.10066	-0.13824
3.76487	0.09177	-0.12536
4.32879	0.08435	-0.11427
4.97699	0.07783	-0.10428
5.7224	0.07195	-0.09489
6.57921	0.06696	-0.08606
7.56455	0.06186	-0.07846
8.69716	0.05789	-0.07144
9.99984	0.05386	-0.06479
11.49764	0.05088	-0.05917
13.21873	0.04804	-0.05389
15.19872	0.04468	-0.04893
17.47441	0.04257	-0.04413
20.09142	0.04047	-0.04031
23.10053	0.03871	-0.03695
26.56039	0.03702	-0.03374
30.539	0.035	-0.03107
35.11179	0.03381	-0.02806
40.37004	0.0323	-0.02619
46.41525	0.03096	-0.02409
53.36665	0.02936	-0.02263
61.35739	0.02956	-0.01933
70.54769	0.02764	-0.01926
81.11261	0.02668	-0.01797
93.25892	0.02561	-0.0168
107.22876	0.02462	-0.01559
123.27731	0.02378	-0.01499
141.7473	0.02286	-0.01407
162.97773	0.02202	-0.01347
187.37838	0.02118	-0.0128
215.43726	0.02032	-0.01234
247.70945	0.01938	-0.0119
284.79844	0.01852	-0.0115
327.44557	0.01768	-0.01109
376.48529	0.01696	-0.01078
432.87873	0.01609	-0.01038
497.69878	0.01515	-0.0101
572.23439	0.01437	-0.00979
657.93097	0.01359	-0.00969
756.45745	0.01277	-0.00926
869.75098	0.01199	-0.00896
999.98713	0.01125	-0.00869
1149.8034	0.01036	-0.00839
1321.91181	0.00963	-0.00805
1519.91844	0.00887	-0.00784
1747.51878	0.0081	-0.00754
2009.15337	0.00743	-0.00723
2310.03761	0.0066	-0.00681
2656.04258	0.00585	-0.00642
3053.84398	0.00515	-0.006
3511.13081	0.00451	-0.00559
4036.90338	0.00379	-0.00513
4641.5329	0.00316	-0.0046
5336.64227	0.00259	-0.00399
6135.82134	0.0021	-0.00337
7054.68655	0.00159	-0.00267
8111.23848	0.00109	-0.00186
9325.98114	7.38747E-4	-1E-3
10722.8756	0	-1.49171E-4
