0.23101	0.10361	-0.00443
0.2656	0.10342	-0.00525
0.30539	0.10329	-0.00599
0.35112	0.10364	-0.00728
0.40369	0.10358	-0.00873
0.46416	0.10312	-0.01038
0.53366	0.10261	-0.01249
0.61358	0.10189	-0.01433
0.70548	0.10088	-0.01665
0.81112	0.09928	-0.01881
0.9326	0.0973	-0.02107
1.0723	0.09501	-0.02353
1.23281	0.09217	-0.02587
1.41753	0.08881	-0.02786
1.62981	0.08555	-0.02956
1.87382	0.08177	-0.03091
2.15438	0.0776	-0.03191
2.47709	0.07345	-0.03238
2.84798	0.06932	-0.03232
3.27447	0.0652	-0.03198
3.76487	0.0613	-0.03121
4.32879	0.05777	-0.03028
4.97699	0.05443	-0.02902
5.7224	0.05154	-0.02761
6.57921	0.0489	-0.02623
7.56455	0.0464	-0.02479
8.69716	0.04424	-0.02335
9.99984	0.04226	-0.02195
11.49764	0.04047	-0.02073
13.21873	0.03884	-0.01949
15.19872	0.03739	-0.01841
17.47441	0.03603	-0.01741
20.09142	0.03478	-0.01647
23.10053	0.03357	-0.01565
26.56039	0.0324	-0.01492
30.539	0.03133	-0.01426
35.11179	0.03031	-0.01367
40.37004	0.02924	-0.01312
46.41525	0.02816	-0.01264
53.36665	0.02718	-0.01225
61.35739	0.02633	-0.01181
70.54769	0.0253	-0.01151
81.11261	0.02436	-0.0112
93.25892	0.02343	-0.0109
107.22876	0.02251	-0.01062
123.27731	0.02158	-0.01036
141.7473	0.02069	-0.01011
162.97773	0.01982	-0.00989
187.37838	0.01892	-0.00965
215.43726	0.01806	-0.00942
247.70945	0.01722	-0.0092
284.79844	0.0164	-0.009
327.44557	0.01557	-0.00877
376.48529	0.01474	-0.00856
432.87873	0.01392	-0.00835
497.69878	0.01315	-0.00813
572.23439	0.01234	-0.00791
657.93097	0.01157	-0.00766
756.45745	0.01081	-0.00744
869.75098	0.01005	-0.0072
999.98713	0.00931	-0.00694
1149.8034	0.00859	-0.00667
1321.91181	0.00787	-0.00638
1519.91844	0.00716	-0.00608
1747.51878	0.00647	-0.00575
2009.15337	0.0058	-0.0054
2310.03761	0.00513	-0.00502
2656.04258	0.00449	-0.00461
3053.84398	0.00385	-0.00416
3511.13081	0.00322	-0.00366
4036.90338	0.0026	-0.00311
4641.5329	0.00202	-0.00251
5336.64227	0.00144	-0.00184
6135.82134	9.08851E-4	-0.00109
