0.13219	0.07306	-0.01981
0.15199	0.07116	-0.01921
0.17475	0.06958	-0.01945
0.20092	0.06805	-0.01925
0.23101	0.06624	-0.01893
0.2656	0.06486	-0.01836
0.30539	0.06365	-0.01846
0.35112	0.06249	-0.01831
0.40369	0.0613	-0.01834
0.46416	0.05936	-0.01856
0.53366	0.05809	-0.01885
0.61358	0.05668	-0.0196
0.70548	0.05527	-0.02011
0.81112	0.05311	-0.02036
0.9326	0.05123	-0.02081
1.0723	0.0491	-0.0214
1.23281	0.04688	-0.02181
1.41753	0.0443	-0.02178
1.62981	0.04204	-0.02172
1.87382	0.03945	-0.0215
2.15438	0.03709	-0.02123
2.47709	0.03483	-0.0205
2.84798	0.03259	-0.01975
3.27447	0.03046	-0.01885
3.76487	0.02871	-0.01794
4.32879	0.02707	-0.01695
4.97699	0.02545	-0.016
5.7224	0.02419	-0.01507
6.57921	0.02302	-0.01414
7.56455	0.02183	-0.01326
8.69716	0.02087	-0.01244
9.99984	0.01976	-0.01165
11.49764	0.01892	-0.01105
13.21873	0.01814	-0.01033
15.19872	0.01733	-0.00978
17.47441	0.01664	-0.00919
20.09142	0.01595	-0.00863
23.10053	0.01534	-0.00814
26.56039	0.01472	-0.00766
30.539	0.01415	-0.00725
35.11179	0.01361	-0.00683
40.37004	0.01311	-0.00647
46.41525	0.01261	-0.00612
53.36665	0.01217	-0.00578
61.35739	0.01177	-0.00548
70.54769	0.01139	-0.00516
81.11261	0.01097	-0.00495
93.25892	0.01058	-0.00472
107.22876	0.01025	-0.00448
123.27731	0.00989	-0.00428
141.7473	0.00946	-0.00357
162.97773	0.00929	-0.00387
187.37838	0.00898	-0.00372
215.43726	0.00873	-0.00354
247.70945	0.00843	-0.00338
284.79844	0.00811	-0.00326
327.44557	0.00792	-0.00313
376.48529	0.00769	-0.003
432.87873	0.00747	-0.00288
497.69878	0.00724	-0.00279
572.23439	0.00702	-0.0027
657.93097	0.00677	-0.0026
756.45745	0.00656	-0.00252
869.75098	0.00637	-0.00245
999.98713	0.00618	-0.00238
1149.8034	0.00599	-0.00232
1321.91181	0.00577	-0.00226
1519.91844	0.00559	-0.00221
1747.51878	0.00543	-0.00216
2009.15337	0.00524	-0.00211
2310.03761	0.00507	-0.00208
2656.04258	0.00485	-0.00205
3053.84397	0.00468	-0.00202
3511.13081	0.00452	-0.002
4036.90338	0.00434	-0.002
4641.5329	0.0041	-0.00198
5336.64227	0.00388	-0.00194
6135.82134	0.00367	-0.0019
7054.68655	0.00343	-0.00186
8111.23848	0.00314	-0.0018
9325.98114	0.00285	-0.00172
10722.8756	0.00263	-0.00161
12327.90947	0.00232	-0.00148
14174.9382	0.00197	-0.0013
16297.81723	0.00164	-0.00108
18737.79297	0.00123	-7.74349E-4
21543.97964	7.67294E-4	-3.73976E-4
